,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
3466,52,7,0,1,0,1,0,1,6,6,32,1,999,0,0,0
3467,43,3,0,1,2,1,0,1,5,5,226,2,999,0,0,0
3468,50,0,0,5,2,1,0,0,7,5,58,1,999,0,0,0
3469,37,11,1,3,0,0,0,0,9,4,134,1,999,0,0,0
3470,42,6,0,1,2,0,0,1,5,5,48,1,999,0,0,0
3471,30,6,2,3,2,0,0,0,8,2,481,2,999,0,0,0
3472,31,3,2,1,0,1,0,0,8,2,163,1,999,0,0,0
3473,55,0,1,0,0,1,0,0,11,5,97,2,999,0,0,0
3474,33,6,2,4,0,1,0,0,8,3,101,1,999,0,0,0
3475,53,0,0,0,0,0,0,0,11,6,395,2,999,0,0,0
3476,33,0,0,2,0,1,0,1,7,3,102,1,999,0,0,0
3477,45,3,0,4,0,0,0,0,7,6,1106,1,999,0,0,0
3478,32,3,2,1,0,1,0,0,8,3,451,4,999,0,0,0
3479,55,8,0,5,0,1,1,1,5,4,77,2,999,0,0,0
3480,42,6,0,4,0,1,0,0,5,5,251,3,999,0,0,0
3481,52,6,0,0,0,1,1,0,11,4,323,2,999,0,0,0
3482,59,3,1,4,0,1,0,1,8,3,91,1,999,1,1,0
3483,36,3,2,3,0,1,1,0,4,6,299,2,999,0,0,0
3484,32,3,2,1,0,1,0,0,8,5,457,1,999,0,0,0
3485,35,6,2,1,0,0,0,0,6,2,516,1,999,0,0,0
3486,34,8,0,1,0,0,0,0,5,4,323,3,999,1,1,0
3487,34,3,1,1,0,1,0,0,8,2,111,4,999,0,0,0
3488,37,0,2,3,0,0,0,1,5,2,325,4,999,0,0,0
3489,31,6,0,4,0,1,0,0,8,3,284,1,999,0,0,0
3490,34,10,0,2,0,0,1,0,4,6,83,2,999,0,0,0
3491,26,4,2,3,0,1,0,0,8,4,233,1,14,1,2,1
3492,30,8,0,1,0,0,1,0,8,5,308,3,999,0,0,0
3493,36,3,0,1,0,1,0,0,8,2,258,3,999,0,0,0
3494,58,2,0,3,0,0,0,0,8,5,144,1,999,0,0,0
3495,34,0,0,6,2,1,0,0,7,2,557,5,999,0,0,0
3496,31,3,2,1,0,1,0,0,11,5,463,1,999,0,0,0
3497,47,5,0,3,0,1,0,0,11,3,99,1,999,0,0,0
3498,44,0,0,0,0,0,0,0,5,6,199,1,999,0,0,0
3499,44,3,0,3,0,1,0,0,5,2,246,1,999,0,0,0
3500,43,0,0,0,0,0,0,0,7,2,458,6,999,0,0,1
3501,29,6,2,4,0,1,1,0,11,6,215,1,999,0,0,0
3502,29,0,2,2,0,1,1,0,11,5,104,5,999,0,0,0
3503,42,8,0,1,0,1,0,1,8,4,220,11,999,0,0,0
3504,47,3,0,1,0,1,0,0,8,4,38,3,999,0,0,0
3505,44,6,0,6,2,1,0,1,6,3,98,4,999,0,0,0
3506,52,5,0,5,2,0,0,1,5,3,77,1,999,0,0,0
3507,32,3,1,1,0,1,0,0,11,6,101,3,999,0,0,0
3508,18,4,2,0,0,1,0,0,12,2,269,1,999,1,1,0
3509,46,0,0,6,0,1,0,0,5,2,1091,3,999,0,0,1
3510,40,0,0,0,2,1,0,1,5,5,21,5,999,0,0,0
3511,44,3,1,1,0,1,0,0,8,2,240,2,999,0,0,0
3512,31,0,2,3,0,1,1,1,6,2,325,3,999,0,0,0
3513,27,5,2,3,0,1,1,0,5,5,356,2,999,1,1,0
3514,43,2,0,2,2,1,0,1,6,2,129,1,999,0,0,0
3515,42,0,1,2,0,0,0,1,5,6,231,1,999,0,0,0
3516,38,11,0,5,2,1,0,0,7,2,208,2,999,0,0,0
3517,51,6,0,1,0,1,0,0,4,5,526,2,999,1,1,1
3518,47,0,0,2,2,0,0,1,6,2,200,1,999,0,0,0
3519,39,3,1,3,0,0,0,1,7,2,210,3,999,0,0,0
3520,41,7,0,6,0,0,0,0,8,5,218,1,999,0,0,0
3521,26,5,2,1,0,1,1,0,5,3,639,3,999,1,1,0
3522,52,0,1,0,0,1,0,0,7,4,275,1,999,0,0,0
3523,86,2,2,0,2,0,0,1,6,4,955,1,999,0,0,1
3524,49,3,1,3,0,0,0,1,5,6,132,1,999,0,0,0
3525,27,3,0,1,0,1,0,0,7,6,494,1,999,0,0,1
3526,41,0,0,0,0,1,0,1,5,5,314,7,999,0,0,0
3527,39,3,0,3,2,1,0,1,6,5,71,6,999,0,0,0
3528,31,3,2,1,0,1,0,0,8,4,138,2,999,0,0,0
3529,48,0,0,4,0,0,0,1,5,6,788,2,999,0,0,0
3530,48,3,0,0,2,0,0,1,6,5,113,1,999,0,0,0
3531,47,5,0,3,0,2,2,1,5,5,178,2,999,0,0,0
3532,40,5,0,3,0,1,0,0,4,2,72,1,999,1,1,0
3533,54,6,0,4,2,1,1,1,6,3,76,4,999,0,0,0
3534,32,0,2,4,0,0,0,0,5,3,343,6,999,1,1,0
3535,35,6,0,4,0,0,1,1,5,5,32,2,999,0,0,0
3536,28,0,0,6,2,1,0,1,7,6,330,2,999,0,0,0
3537,30,3,0,1,0,0,0,0,8,2,146,3,999,0,0,0
3538,29,3,0,3,0,1,1,0,11,4,155,1,999,0,0,0
3539,47,0,0,6,0,0,1,1,5,4,191,2,999,0,0,0
3540,35,3,0,1,0,0,0,1,5,6,60,1,999,0,0,0
3541,27,0,2,3,0,0,0,0,5,3,81,4,999,0,0,0
3542,48,6,0,4,2,1,0,1,5,6,248,1,999,0,0,0
3543,28,4,0,1,0,0,1,1,5,5,352,2,999,0,0,0
3544,56,0,0,2,2,0,0,1,6,5,573,1,999,0,0,0
3545,36,0,2,0,2,0,0,0,5,4,233,3,999,0,0,0
3546,39,0,0,0,0,1,0,1,5,6,83,2,999,0,0,0
3547,57,6,0,4,2,0,1,0,7,5,92,2,999,0,0,0
3548,38,0,0,6,2,0,0,0,7,3,403,7,999,0,0,0
3549,35,0,0,3,0,0,0,1,6,5,153,14,999,0,0,0
3550,31,3,0,1,0,0,0,1,5,4,225,2,999,0,0,0
3551,48,3,1,1,0,1,0,0,11,6,96,3,999,1,1,0
3552,44,6,0,6,2,1,0,1,6,2,160,2,999,0,0,0
3553,35,3,2,1,0,0,0,0,5,2,21,1,999,0,0,0
3554,25,4,2,5,0,0,0,0,7,3,170,1,999,0,0,0
3555,58,2,0,2,0,0,0,0,7,3,283,1,999,0,0,0
3556,37,0,0,0,2,2,2,0,5,2,170,3,999,1,1,0
3557,53,9,0,6,2,0,0,0,7,2,273,1,999,0,0,0
3558,30,0,2,5,0,1,0,1,6,5,400,1,999,0,0,0
3559,34,0,0,0,0,1,0,1,5,4,172,1,999,0,0,0
3560,25,1,2,1,0,0,1,0,7,3,280,2,999,0,0,0
3561,49,7,1,5,2,0,0,0,4,6,660,1,999,0,0,0
3562,32,3,0,1,0,0,0,0,7,4,543,3,999,0,0,1
3563,49,8,0,1,0,1,0,1,7,3,336,4,999,0,0,0
3564,46,0,0,6,2,0,1,0,8,3,166,1,999,0,0,0
3565,36,0,0,6,2,0,0,0,5,4,54,1,999,2,1,0
3566,41,0,0,4,2,0,0,0,4,6,247,1,999,0,0,0
3567,29,6,0,4,0,1,0,0,8,2,80,3,999,0,0,0
3568,26,4,2,3,0,1,0,0,5,2,113,2,999,0,0,0
3569,36,0,0,0,0,0,0,1,5,2,98,4,999,0,0,0
3570,32,9,2,3,0,0,0,1,5,4,153,3,999,0,0,0
3571,34,6,2,4,0,1,1,1,8,2,64,1,999,0,0,0
3572,39,0,2,0,0,1,0,0,4,5,173,2,999,0,0,0
3573,47,5,1,2,0,0,0,0,7,3,149,2,999,0,0,0
3574,28,0,2,1,2,0,0,0,5,4,169,2,999,0,0,0
3575,52,2,0,2,0,0,0,0,7,2,445,1,999,0,0,0
3576,48,5,1,3,0,0,1,1,7,2,118,7,999,0,0,0
3577,31,5,1,4,0,0,0,0,11,3,68,1,999,1,1,0
3578,42,6,0,4,2,0,0,0,11,2,212,1,999,0,0,0
3579,34,6,1,4,0,1,0,0,7,2,172,4,999,0,0,0
3580,47,6,1,3,0,1,0,0,7,5,149,2,999,0,0,0
3581,44,8,0,3,0,1,0,0,11,2,231,2,999,0,0,0
3582,29,1,0,6,0,1,1,1,7,6,286,3,999,0,0,0
3583,30,3,2,1,0,1,0,0,11,5,34,1,999,1,1,0
3584,42,0,0,6,2,1,0,1,6,5,108,4,999,0,0,0
3585,40,0,2,6,2,0,1,0,4,6,266,2,999,0,0,0
3586,36,0,0,0,0,1,1,1,5,3,36,7,999,0,0,0
3587,45,1,0,3,0,1,0,1,6,4,126,2,999,0,0,0
3588,45,5,1,3,2,0,0,0,5,4,185,3,999,0,0,0
3589,50,5,2,6,2,1,0,0,4,5,429,1,999,0,0,0
3590,58,8,0,2,2,0,0,1,6,6,301,2,999,0,0,0
3591,39,3,2,1,0,0,0,0,5,5,189,2,999,0,0,0
3592,37,3,0,3,0,0,0,1,6,3,638,16,999,0,0,0
3593,26,5,2,3,0,0,0,0,5,2,298,2,999,2,1,0
3594,58,2,0,4,2,0,0,0,8,2,244,2,999,0,0,0
3595,24,5,2,3,0,1,0,1,5,5,70,7,999,0,0,0
3596,44,3,0,3,0,1,0,1,5,2,175,5,999,0,0,0
3597,63,2,1,2,0,0,0,0,3,4,78,1,999,0,0,0
3598,59,2,1,5,0,0,0,0,7,4,413,2,999,0,0,0
3599,48,11,0,6,2,1,0,1,6,2,425,2,999,0,0,0
3600,29,0,0,0,0,0,1,1,6,5,190,1,999,0,0,0
3601,31,3,1,1,0,0,0,0,5,3,290,2,999,0,0,0
3602,27,5,0,1,0,1,0,0,5,3,445,1,999,0,0,1
3603,32,3,2,1,0,2,2,0,3,2,136,3,999,0,0,0
3604,32,6,0,4,0,1,0,0,8,4,159,1,999,0,0,0
3605,55,5,0,3,0,0,0,1,5,3,165,2,999,0,0,0
3606,30,3,0,1,0,1,1,0,9,4,475,5,999,0,0,1
3607,55,8,0,2,2,0,0,0,4,5,98,1,999,0,0,0
3608,52,10,0,4,2,1,0,0,6,3,149,1,999,0,0,0
3609,49,0,0,0,0,0,0,0,11,6,273,5,999,0,0,0
3610,36,3,0,1,0,1,1,1,5,5,238,3,999,0,0,0
3611,32,0,2,3,0,0,0,0,4,6,151,4,999,1,1,0
3612,29,8,2,1,0,0,0,1,6,3,161,1,999,0,0,0
3613,29,8,1,0,0,1,0,0,6,3,72,1,999,0,0,0
3614,35,8,0,1,0,0,0,0,5,5,304,1,999,1,1,0
3615,55,1,0,1,2,0,0,0,7,5,58,2,999,0,0,0
3616,27,0,0,5,0,1,0,1,5,6,187,1,999,0,0,0
3617,54,2,1,2,0,0,0,1,6,2,157,3,999,0,0,0
3618,88,2,1,2,0,1,0,0,3,4,85,1,999,0,0,0
3619,59,5,0,1,0,1,0,0,10,2,383,2,999,2,1,1
3620,34,3,2,1,0,1,0,0,6,2,452,1,999,0,0,1
3621,47,0,0,0,2,1,0,1,5,5,221,4,999,0,0,0
3622,32,0,2,0,0,0,0,1,5,2,178,2,999,0,0,0
3623,53,3,1,1,0,1,0,1,3,5,262,1,999,2,1,0
3624,31,1,2,1,0,1,1,0,5,5,204,1,999,0,0,0
3625,48,3,1,1,0,1,0,1,5,6,224,4,999,0,0,0
3626,31,3,0,1,0,0,0,0,8,6,880,3,999,0,0,1
3627,44,0,0,6,2,1,1,0,7,3,188,2,999,0,0,0
3628,57,0,0,0,2,1,0,1,11,6,126,1,999,0,0,0
3629,55,6,2,4,0,1,0,0,11,2,286,2,999,0,0,0
3630,28,3,2,5,0,1,0,0,7,6,251,5,999,0,0,0
3631,38,3,0,3,0,1,1,0,5,3,373,3,999,0,0,0
3632,56,6,0,2,2,0,0,1,5,6,95,1,999,0,0,0
3633,26,0,2,3,2,0,0,0,5,2,314,2,999,0,0,0
3634,31,5,2,3,0,1,0,0,5,3,398,2,999,0,0,0
3635,34,6,0,1,0,1,0,0,11,6,312,1,999,0,0,0
3636,43,8,0,1,2,1,0,0,8,3,268,2,999,0,0,0
3637,38,6,1,1,2,0,0,0,8,2,102,5,999,0,0,0
3638,48,3,0,5,0,1,1,0,8,6,246,7,999,0,0,0
3639,42,6,0,0,2,1,0,0,7,4,130,3,999,0,0,0
3640,41,6,0,3,0,1,1,0,7,2,460,3,999,0,0,0
3641,31,6,2,1,0,1,0,1,5,6,7,1,999,0,0,0
3642,27,0,2,0,0,1,1,0,7,2,80,3,999,0,0,0
3643,47,3,0,1,0,1,0,0,8,3,526,1,999,1,1,0
3644,45,0,2,2,2,1,1,0,7,3,21,3,999,0,0,0
3645,59,0,0,0,2,0,0,1,6,4,361,1,999,0,0,0
3646,27,0,2,0,0,1,0,1,5,4,185,1,999,0,0,0
3647,38,3,0,1,0,1,0,0,7,2,124,3,999,0,0,0
3648,46,8,0,1,0,0,0,0,5,2,123,2,999,0,0,0
3649,36,6,0,3,0,0,0,0,7,4,1165,4,999,0,0,0
3650,25,5,2,3,0,1,0,0,7,3,218,1,999,0,0,0
3651,36,7,0,1,0,1,0,0,5,2,414,2,999,1,1,1
3652,50,10,0,2,2,1,0,0,5,3,12,8,999,0,0,0
3653,35,5,0,3,0,0,0,1,5,3,159,2,999,0,0,0
3654,39,5,0,4,0,0,0,1,5,2,221,1,999,0,0,0
3655,31,3,0,0,0,0,0,0,11,4,205,1,999,0,0,0
3656,55,6,1,4,2,0,0,0,8,3,700,1,999,0,0,0
3657,35,3,0,1,0,0,1,1,11,3,79,4,999,0,0,0
3658,34,0,0,0,0,1,0,0,5,4,310,2,999,0,0,0
3659,32,6,2,4,0,0,0,0,8,4,313,2,999,1,1,1
3660,53,3,0,1,0,1,0,0,4,3,158,2,6,1,2,1
3661,24,5,0,3,0,1,0,1,6,2,298,6,999,0,0,0
3662,48,6,0,0,0,0,0,0,5,5,553,3,999,0,0,1
3663,39,8,0,1,0,0,0,0,11,3,435,1,999,0,0,0
3664,30,5,2,3,0,0,0,0,7,5,421,1,999,0,0,0
3665,40,3,0,3,0,0,0,0,7,3,305,1,999,0,0,0
3666,50,1,0,2,2,1,0,0,7,5,175,3,999,0,0,0
3667,38,3,0,3,0,1,0,0,10,4,108,1,999,0,0,0
3668,40,5,2,3,0,1,0,1,5,4,44,1,999,0,0,0
3669,29,5,0,3,0,1,0,0,7,2,407,2,999,0,0,0
3670,49,6,0,0,0,1,0,0,7,5,183,1,999,0,0,0
3671,42,6,2,3,2,1,0,1,5,4,617,1,999,0,0,0
3672,51,8,0,5,2,1,1,1,6,2,124,3,999,0,0,0
3673,42,0,1,6,0,1,0,1,5,2,503,2,999,0,0,0
3674,42,8,0,0,0,1,0,1,6,3,116,3,999,0,0,0
3675,33,3,0,1,0,1,0,1,5,4,174,2,999,0,0,0
3676,31,3,0,4,2,1,0,0,8,6,126,1,999,0,0,0
3677,46,0,1,6,0,0,0,1,5,3,183,9,999,0,0,0
3678,33,0,2,0,0,0,0,0,8,6,257,1,999,1,1,0
3679,27,0,1,5,0,0,0,0,7,5,193,2,999,0,0,0
3680,36,3,0,1,0,1,1,1,6,6,172,2,999,0,0,0
3681,35,3,0,1,2,1,0,1,6,2,134,3,999,0,0,0
3682,32,6,2,4,0,1,0,0,6,6,329,1,3,1,2,0
3683,43,3,0,3,0,0,0,1,6,2,193,2,999,0,0,0
3684,50,3,0,3,0,0,0,1,11,2,117,5,999,0,0,0
3685,23,0,2,3,0,1,0,0,5,2,115,1,999,0,0,0
3686,20,1,2,3,0,0,0,1,5,5,238,1,999,0,0,0
3687,30,6,2,4,0,0,0,0,7,3,156,1,999,0,0,0
3688,30,5,2,3,0,0,0,0,5,2,700,3,999,0,0,1
3689,26,0,2,0,0,1,0,1,6,5,184,3,999,0,0,0
3690,47,0,0,2,2,0,0,0,8,2,74,2,999,0,0,0
3691,48,3,0,1,0,1,0,0,4,5,141,1,999,0,0,1
3692,54,11,0,1,2,1,0,0,8,5,297,1,999,0,0,0
3693,28,3,2,0,0,0,1,0,5,3,175,1,999,0,0,0
3694,39,6,1,4,0,0,0,0,5,4,258,8,999,0,0,0
3695,62,2,0,1,2,0,0,0,8,5,154,2,999,0,0,0
3696,33,3,0,1,0,0,0,0,8,6,157,1,999,0,0,0
3697,29,3,2,3,0,1,1,0,7,6,67,11,999,0,0,0
3698,55,6,2,4,0,1,1,0,3,2,217,2,999,0,0,1
3699,37,6,2,4,0,0,0,0,8,4,341,1,999,0,0,0
3700,25,3,2,1,0,1,0,0,5,6,80,2,999,0,0,0
3701,28,3,0,1,0,0,0,1,6,4,191,1,999,0,0,0
3702,38,0,0,0,2,1,0,1,6,4,41,1,999,0,0,0
3703,32,3,0,3,0,0,0,1,5,2,70,1,999,0,0,0
3704,36,0,0,6,0,1,0,0,11,4,800,6,999,0,0,0
3705,50,9,0,3,0,0,0,0,11,3,79,1,999,1,1,0
3706,43,0,0,6,2,1,0,1,5,6,57,4,999,0,0,0
3707,38,3,0,1,0,1,0,0,4,3,108,2,999,0,0,0
3708,38,3,2,6,2,0,0,1,5,3,65,1,999,0,0,0
3709,34,0,0,0,2,0,0,1,5,3,59,1,999,0,0,0
3710,24,3,2,1,0,0,0,0,8,5,147,1,999,1,1,0
3711,51,8,1,1,0,0,0,1,5,3,269,10,999,0,0,0
3712,43,7,1,0,0,1,0,0,5,4,133,2,999,0,0,0
3713,54,2,1,1,0,0,0,0,11,6,296,1,999,0,0,0
3714,33,5,2,0,0,1,0,0,4,5,483,2,999,0,0,0
3715,43,0,2,3,0,0,0,0,5,6,504,2,999,0,0,0
3716,35,6,0,4,0,0,0,0,7,2,164,2,999,0,0,0
3717,30,9,2,3,0,0,0,0,5,6,13,11,999,0,0,0
3718,32,0,2,2,0,0,0,0,11,5,113,1,999,0,0,0
3719,58,8,0,1,0,1,0,0,8,2,59,3,999,0,0,0
3720,57,6,0,3,0,0,0,0,4,4,469,1,999,0,0,0
3721,51,0,0,0,2,1,0,0,5,6,31,1,999,1,1,0
3722,55,3,0,3,0,1,1,1,5,4,692,1,999,0,0,0
3723,33,5,0,3,0,1,1,0,11,4,69,1,999,1,1,0
3724,47,0,0,0,0,1,1,0,5,4,74,6,999,2,1,0
3725,41,3,0,1,2,1,0,0,11,3,88,1,999,0,0,0
3726,30,9,0,4,0,1,0,0,6,3,194,1,999,0,0,0
3727,36,8,0,1,0,1,1,0,4,2,163,1,999,1,1,0
3728,59,8,0,2,0,1,0,0,3,2,284,2,999,0,0,0
3729,42,6,2,3,0,0,0,1,6,5,220,1,999,0,0,0
3730,63,2,0,4,0,1,1,0,5,2,444,2,14,1,2,1
3731,37,7,2,2,0,2,2,0,7,2,277,2,999,0,0,0
3732,35,6,0,4,0,1,0,1,8,2,209,1,999,0,0,0
3733,40,0,0,3,0,1,1,1,6,6,63,1,999,0,0,0
3734,30,7,2,1,0,0,0,0,4,5,184,1,999,0,0,0
3735,58,8,2,1,0,0,1,0,5,6,131,1,999,0,0,0
3736,52,5,0,3,2,1,0,0,5,2,930,1,999,0,0,1
3737,41,0,0,3,0,1,0,1,5,6,70,1,999,0,0,0
3738,28,5,0,3,0,1,0,1,5,6,79,1,999,0,0,0
3739,41,8,0,6,2,0,0,0,5,5,163,2,999,0,0,0
3740,78,2,1,2,0,1,0,0,11,6,182,2,3,1,2,1
3741,41,0,0,2,0,0,0,0,4,6,191,4,999,1,1,0
3742,46,8,1,1,0,1,0,0,11,2,210,1,999,0,0,0
3743,36,5,2,3,0,1,0,0,7,6,249,2,999,0,0,0
3744,51,6,0,4,0,0,1,0,12,2,267,2,999,0,0,1
3745,51,0,0,0,0,1,1,1,5,4,39,2,999,0,0,0
3746,30,3,2,1,0,1,0,0,8,5,133,1,999,0,0,0
3747,44,3,2,0,0,0,0,0,7,2,71,11,999,0,0,0
3748,38,0,0,5,0,1,0,0,7,4,131,1,999,0,0,0
3749,58,2,0,1,0,1,0,0,8,3,327,1,999,0,0,0
3750,48,3,0,1,0,0,0,0,7,6,54,1,999,0,0,0
3751,42,9,0,6,2,0,0,1,6,5,87,2,999,0,0,0
3752,25,0,0,3,2,1,1,1,5,2,741,6,999,0,0,1
3753,56,0,0,0,2,1,0,1,5,6,260,1,999,0,0,0
3754,21,3,2,3,0,0,0,0,4,5,97,2,999,0,0,0
3755,45,0,2,0,0,1,0,0,4,2,173,1,999,0,0,0
3756,57,7,0,1,2,0,0,0,8,2,102,3,999,0,0,0
3757,31,0,0,0,0,1,0,1,11,6,115,1,999,0,0,1
3758,38,0,2,0,2,1,0,0,5,4,93,1,999,0,0,0
3759,28,6,0,0,0,1,0,0,7,6,83,2,999,0,0,0
3760,73,2,0,1,0,1,0,0,3,3,179,1,999,1,1,0
3761,34,9,0,2,2,1,0,0,11,4,98,1,999,1,1,0
3762,46,0,0,3,0,1,0,1,6,4,216,2,999,0,0,0
3763,35,0,2,0,2,1,0,1,4,6,109,3,999,0,0,0
3764,43,6,1,5,0,0,0,0,7,6,377,1,999,1,1,0
3765,43,3,1,1,2,0,0,0,8,3,111,2,999,0,0,0
3766,27,3,2,1,0,1,0,0,4,6,401,1,999,1,1,0
3767,36,3,1,3,0,1,0,1,5,3,19,2,999,0,0,0
3768,23,0,2,0,0,1,0,0,7,5,119,2,999,0,0,0
3769,29,5,0,3,2,2,2,0,5,4,141,2,999,0,0,0
3770,28,5,0,3,0,2,2,0,7,5,81,4,999,0,0,0
3771,33,5,0,3,0,0,0,1,6,2,94,14,999,0,0,0
3772,32,3,0,1,0,0,0,0,11,3,138,2,999,0,0,0
3773,26,4,2,3,0,0,0,1,5,4,29,4,999,0,0,0
3774,34,7,0,1,0,0,0,0,11,4,126,2,999,0,0,0
3775,32,0,0,2,0,1,0,1,11,5,111,8,999,0,0,0
3776,49,5,0,3,0,0,0,0,5,5,67,1,999,0,0,0
3777,30,5,0,4,0,0,0,0,11,4,84,1,999,0,0,0
3778,57,6,0,1,2,1,0,0,11,6,39,10,999,0,0,0
3779,35,3,2,3,0,1,1,1,5,3,618,1,999,0,0,1
3780,32,8,2,1,0,0,0,0,5,5,162,4,999,1,1,0
3781,74,2,0,5,0,0,1,0,3,6,607,2,999,0,0,1
3782,31,3,2,1,0,0,0,0,9,6,123,3,999,0,0,0
3783,58,2,0,2,2,1,0,1,6,5,179,1,999,0,0,0
3784,48,7,0,1,0,0,0,1,6,6,467,3,999,0,0,1
3785,46,8,0,0,0,1,0,1,5,4,16,1,999,0,0,0
3786,43,3,0,3,0,1,0,1,5,6,93,3,999,0,0,0
3787,46,3,2,1,0,0,0,0,6,3,119,1,999,0,0,0
3788,36,3,0,1,2,1,1,0,6,3,308,1,3,1,2,0
3789,59,2,0,1,2,0,0,1,5,2,92,4,999,0,0,0
3790,42,3,0,1,0,0,0,0,8,6,71,1,999,0,0,0
3791,43,6,2,4,0,0,0,1,5,4,58,1,999,0,0,0
3792,33,8,0,3,0,1,0,0,7,4,155,2,999,0,0,0
3793,37,7,2,1,0,1,0,0,4,5,270,2,999,1,1,0
3794,43,0,0,2,0,0,1,0,5,4,69,1,999,1,1,0
3795,32,3,0,1,0,1,0,0,8,6,88,5,999,0,0,0
3796,41,0,0,0,2,0,0,1,6,6,201,6,999,0,0,0
3797,37,6,0,4,2,1,0,1,5,6,200,3,999,0,0,0
3798,50,0,0,2,0,1,0,0,8,5,93,2,999,0,0,0
3799,33,0,0,6,2,0,0,0,5,4,139,2,999,0,0,0
3800,29,3,2,1,2,0,0,0,8,6,521,2,999,0,0,0
3801,50,3,0,3,0,0,0,0,8,2,20,3,999,0,0,0
3802,31,3,2,1,0,1,0,0,8,3,1032,2,999,0,0,1
3803,57,2,2,3,0,0,0,1,6,6,74,3,999,0,0,0
3804,31,8,0,1,0,1,1,0,8,4,649,2,999,0,0,1
3805,29,3,2,1,0,1,1,0,8,5,368,1,999,0,0,0
3806,36,7,1,2,0,0,0,1,6,6,825,2,999,0,0,0
3807,46,8,0,1,0,1,0,0,5,5,293,2,999,0,0,0
3808,65,2,0,2,0,0,0,0,10,6,176,5,999,0,0,0
3809,55,0,1,2,0,1,0,0,7,2,213,3,999,0,0,0
3810,43,6,0,3,0,1,0,0,8,4,1363,1,999,0,0,1
3811,36,0,0,4,0,0,0,0,8,6,258,1,999,0,0,0
3812,30,3,2,1,0,0,0,0,8,6,235,1,999,0,0,0
3813,37,8,0,1,0,0,0,0,8,3,104,1,999,0,0,0
3814,41,5,2,3,0,0,0,0,4,4,134,1,999,0,0,0
3815,32,8,2,1,0,1,1,0,11,2,66,2,999,0,0,0
3816,50,5,0,3,0,0,0,1,5,5,134,6,999,0,0,0
3817,37,6,1,4,0,0,0,1,5,4,374,1,999,0,0,0
3818,36,11,0,2,0,1,0,0,7,2,76,2,999,0,0,0
3819,33,3,0,3,0,1,0,1,6,2,966,3,999,0,0,0
3820,33,3,2,3,0,0,0,1,5,3,60,1,999,0,0,0
3821,55,2,0,2,2,1,0,0,7,6,129,3,999,0,0,0
3822,42,9,0,3,2,1,1,1,5,2,226,1,999,0,0,0
3823,35,7,2,1,0,0,0,0,5,6,1243,2,999,0,0,0
3824,42,1,0,3,0,0,0,0,7,2,217,1,999,0,0,0
3825,41,3,0,3,0,1,0,0,7,3,60,3,999,0,0,0
3826,50,5,0,0,2,1,0,0,8,2,113,2,999,0,0,0
3827,31,3,2,3,0,1,0,0,5,4,850,1,999,0,0,1
3828,43,5,0,6,0,0,1,0,7,5,124,8,999,0,0,0
3829,30,3,0,1,0,0,0,0,8,2,514,7,999,0,0,0
3830,36,0,0,2,2,1,0,1,5,6,865,1,999,0,0,0
3831,32,0,0,0,0,0,0,0,4,6,47,1,999,1,1,0
3832,30,1,2,3,0,0,1,0,7,3,295,4,999,0,0,0
3833,84,2,1,2,0,1,1,0,7,3,666,1,3,2,2,1
3834,29,7,2,1,0,1,1,0,7,5,22,8,999,0,0,0
3835,33,6,0,4,2,1,0,0,4,6,446,2,999,0,0,0
3836,27,9,2,0,0,1,0,0,4,6,279,1,999,0,0,0
3837,31,6,0,4,0,0,0,0,7,3,274,6,999,0,0,0
3838,37,10,2,1,0,0,0,0,9,4,314,1,1,1,2,0
3839,43,6,2,4,0,1,0,0,7,3,64,3,999,0,0,0
3840,26,6,2,4,0,0,0,1,5,5,14,1,999,0,0,0
3841,60,2,0,1,0,0,0,0,9,5,799,2,999,0,0,1
3842,30,0,2,0,0,1,0,0,11,2,563,2,999,0,0,0
3843,30,6,0,4,0,1,1,0,7,2,184,2,999,0,0,0
3844,37,0,0,6,0,0,0,1,10,6,131,1,999,0,0,0
3845,34,6,2,0,0,1,0,0,8,2,140,3,999,0,0,0
3846,33,7,0,1,0,0,0,1,5,3,792,1,999,0,0,0
3847,52,0,0,2,2,0,1,0,7,6,682,10,999,0,0,0
3848,35,3,0,1,0,0,1,0,8,3,349,1,999,3,1,1
3849,50,3,0,2,2,1,0,0,8,2,179,2,999,0,0,0
3850,37,5,0,0,0,0,1,0,5,5,447,2,999,1,1,0
3851,36,5,2,3,0,1,0,0,7,2,335,8,999,0,0,0
3852,26,0,2,0,0,1,0,1,6,5,61,2,999,0,0,0
3853,26,0,2,2,0,1,1,1,6,2,41,1,999,0,0,0
3854,50,9,0,3,2,1,1,0,8,4,400,1,999,0,0,0
3855,34,8,0,1,2,1,0,0,5,5,281,1,999,0,0,0
3856,29,3,2,1,0,1,0,0,8,4,160,3,999,0,0,0
3857,54,11,2,0,2,0,0,0,11,2,158,1,999,1,1,0
3858,44,0,0,6,0,1,0,0,5,4,278,1,999,0,0,0
3859,43,3,1,4,0,1,0,1,11,3,55,2,999,0,0,0
3860,23,8,2,1,0,0,0,0,7,5,795,1,999,0,0,1
3861,28,6,2,3,0,0,0,0,7,3,431,8,999,0,0,0
3862,34,3,0,1,0,1,0,0,5,2,74,2,999,0,0,0
3863,20,4,2,5,0,0,0,1,10,3,250,1,999,1,1,0
